InvoiceNo,ItemNo,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,ProjectCode
SO2104019,I2S0060001,SPACER  3A6320A0003,3,28/06/2021,3822,CUSS006,PB210653
SO2104019,I2S0090001,STOPPER   3A4520A0002,3,28/06/2021,2940,CUSS006,PB210653
SO2104043,I200006033,PISTON(COLLAR)   CC 0155,1,28/06/2021,9100,CUSS006,PA210667
SO2104045,I200005820,"RUBBER HOSE            IB55-35-38N(10+14)X1,150",2,28/06/2021,6300,CUSS006,PA210669
SO2104056,I2B0020044,BOLT    WZ8 0302A,1,28/06/2021,420,CUSS025,PB210675
SO2104064,I2C0140004,THERMOCOUPLE   IC DIA.6.4X200-2000L,1,28/06/2021,8800,CUSS006,PA210681
SO2104065,I2S0050030,SKIRT     ZB0236(ha) 2400,5,28/06/2021,5782,CUSS006,PA210682
SO2104089,I2H0040001,HUB   WA 2961A,2,28/06/2021,20300,CUSS006,PB210700
SO2104089,I2S0170002,SIDE PLATE(WHEEL ASS'Y)   X-30 264,1,28/06/2021,81340,CUSS006,PB210700
SO2104089,I2B0070101,BALL BEARING    6312 C3,3,28/06/2021,2450,CUSS006,PB210700
SO2104090,I2C0040002,COLLAR  WA 1735A,1,28/06/2021,4000,CUSS006,PB210701
SO2104090,I2B0070101,BALL BEARING    6312 C3,3,28/06/2021,2450,CUSS006,PB210701
SO2104092,I2S0090034,STOPPER    9K59A000020(EH-1002),2,28/06/2021,700,CUSS006,PA210703
SO2104120,I2S0020004,SCREW    MIE 0073A,2,28/06/2021,14200,CUSS025,PA210723
SO2104131,I2S0110013,PLASHOT     PSM40,20,28/06/2021,650,CUSR025,SS210150
SO2104131,I200004063,GLASS BEADS     GB-J(PN20),20,28/06/2021,185,CUSR025,SS210150
SO2105028,I2L0010015,END LINER    3A7520A0054,8,28/06/2021,9900,CUSS025,PB210834
SO2105028,I2L0010011,SIDE LINER    3A7520A0037,8,28/06/2021,21000,CUSS025,PB210834
SO2105028,I2S0060001,SPACER         3A6320A0003,8,28/06/2021,5100,CUSS025,PB210834
SO2105028,I2B0020005,CENTERING BOLT    M16X35(9*B04C16X035H)(12.9),2,28/06/2021,160,CUSS025,PB210834
SO2105032,I2D0010002,DIAPHRAGM VALVE    WWDO-3-CCR,2,28/06/2021,61600,CUSS025,PA210837
SO2105037,I200003485,SLIDE RAIL      SRH15026,2,28/06/2021,2000,CUSS006,PA210842
SO2105237,I2S0030795,SEAL     FBM S1102A,5,28/06/2021,4230,CUST055,PA210979
SO2105264,I2S0110001,ADVANCE SHOT   AD-4,200,28/06/2021,350,CUSP001,SZ210205
SO2105264,I2S0110001,ADVANCE SHOT   AD-4,200,28/06/2021,350,CUSP001,SZ210205
SO2106227,I1C0160001,CALCIUM CARBONATE,200,28/06/2021,18,CUSNO36,PC211173
SO2106255,I100003119,STAINLESS STEEL CUT WIRE       SUS430 CCW(0.6MM),1000,28/06/2021,187,CUSA013,SS210241
SO2106263,I1C0160001,CALCIUM CARBONATE,250,28/06/2021,18,CUSH010,PC211196
SO2106276,I2B0030002,BRACKET     WA 1471,1,28/06/2021,400,CUSS025,PB211208
SO2105130,I1S0110017,ADVANCE SHOT     AD-6,2000,29/06/2021,249,CUST014,SZ210184
SO2105271,I2S0030117,SEAL       1F2320A2019,1,29/06/2021,3500,CUSS098,PA211003
SO2106029,I2P0010018,PIN              1F2600A2064,1,29/06/2021,5500,CUSU007,PA211032
SO2106029,I2B0050019,BUSHING   1F2630A2063,1,29/06/2021,5900,CUSU007,PA211032
SO2106029,I2B0050018,BUSHING    1F2630A2062,1,29/06/2021,6000,CUSU007,PA211032
SO2106122,I2B0060006,BLADE     WA 2077  8PCS/SET,15,29/06/2021,5500,CUST104,PB211100
SO2106122,I2C0060008,CONTROL CAGE     WA 1718D,15,29/06/2021,2100,CUST104,PB211100
SO2106122,I2D0020004,DISTRIBUTOR     WA 1730,15,29/06/2021,2000,CUST104,PB211100
SO2106287,I2C0070252,COVER            3B5550E2577,2,29/06/2021,26600,CUSM029,PB211214
SO2106288,I2C0070125,COVER                      3C5550E0037,3,29/06/2021,13600,CUSM029,PB211214
SO2106291,I2A0080001,ANGLE  AB-B K0877,2,29/06/2021,10500,CUSE008,PB211217
SO2106296,I2F0010056,DUSTUBE      DAB-B T0550,6,29/06/2021,1400,CUSS015,PC211221
SO2106297,I2C0120007,SETTING DEVICE     DS-GT1,1,29/06/2021,30600,CUST054,PA211222
SO2106297,I200003395,BRAKING RESISTOR     2000W-08,1,29/06/2021,22000,CUST054,PA211222
SO2106298,I2C0120003,SERVO CONTROLLER     SCYC-P0S III,1,29/06/2021,143000,CUST054,PA211223
SO2106299,I2C0120001,SERVO CONTROLLER CURRENT MODEL : SCYC1100PII,1,29/06/2021,303000,CUST054,PA211223
SO2106300,I2D0010002,DIAPHRAGM VALVE     WWDO-3-CCR,1,29/06/2021,61600,CUST054,PA211224
SO2106301,I2C0020001,CERMET    A3802 4x25x8539.22322,60,29/06/2021,4750,CUSK013,PA211225
SO2106302,I2L0010338,LINER        15 007A,3,29/06/2021,3990,CUSS018,
SO2106302,I2L0010339,LINER        43 045A,3,29/06/2021,5795,CUSS018,
SO2106302,I2L0010400,LINER        3B7540B2850,2,29/06/2021,94525,CUSS018,
SO2106306,I2L0010693,LINER           3C7530A2236,1,30/06/2021,29500,CUSM029,PB211228
SO2106306,I2L0010694,LINER           3C7530A2237,3,30/06/2021,2200,CUSM029,PB211228
SO2106306,I2C0040023,COLLAR         207001024012,4,30/06/2021,1600,CUSM029,PB211228
SO2106306,I2C0040024,COLLAR         207001024055,2,30/06/2021,2000,CUSM029,PB211228
SO2106307,I2D0020004,DISTRIBUTOR            WA 1730E,2,30/06/2021,2000,CUSM029,PB211228
SO2106307,I2S0170003,SIDE PLATE                X-30 267,2,30/06/2021,166250,CUSM029,PB211228
SO2106307,I2B0020005,CENTERING BOLT     M16X35(9*B04C16X035H)(12.9),2,30/06/2021,160,CUSM029,PB211228
SO2106307,I2H0020001,HELISERT    9*W34G16X024L(LM16-2X1.5DNS)(M16X24),2,30/06/2021,300,CUSM029,PB211228
SO2106308,I200006115,SEAL            3B2310B2719,4,30/06/2021,2600,CUSM029,PB211228
SO2106308,I200006116,LINER           3B7530B6074,4,30/06/2021,5500,CUSM029,PB211228
SO2106308,I2L0011162,LINER           WN 1613,4,30/06/2021,16700,CUSM029,PB211228
SO2106308,I2N0020007,NUT              WZ8 0320B,40,30/06/2021,500,CUSM029,PB211228
SO2106308,I200006117,HEX HEAD BOLT      9*B02A10X080(M10X80),16,30/06/2021,50,CUSM029,PB211228
SO2106308,I2S0030649,SEAL             3C2310D2002,4,30/06/2021,3500,CUSM029,PB211228
SO2106309,I200000376,LINER              3C7530D0034,4,30/06/2021,14500,CUSM029,PB211228
SO2106309,I2S0030534,SEAL                3C2310D0013,4,30/06/2021,2200,CUSM029,PB211228
SO2106310,I200000022,CARTRIDGE FILTER     FXN-4085-054/202,48,30/06/2021,8900,CUSS015,PC211229
SO2106311,I2D0010001,DIAPHRAGM RUBBER PACKING  WWDO-3CCR,4,30/06/2021,6365,CUST055,PA211230
SO2106314,I2S0100024,SHAFT                  BE A0610A,2,30/06/2021,16500,CUSI001,
SO2106314,I2A0050073,AXIS                      BE A0423A,2,30/06/2021,14000,CUSI001,
SO2106314,I2P0040029,PULLEY                 BE B0315A,2,30/06/2021,50500,CUSI001,
SO2106314,I2L0010011,SIDE LINER           3A7520A0037,1,30/06/2021,21000,CUSI001,
SO2106314,I2L0010052,SIDE LINER            WA 2027D,3,30/06/2021,4400,CUSI001,
SO2106317,I200004172,LINER    12 605B,4,30/06/2021,6650,CUSM050,PB211233
SO2106322,I2S0030250,SEAL                         ZS 0007(ha),1,30/06/2021,2375,CUSS018,PB211236
SO2106322,I2H0060051,HOLDER                    ZS 0007(ro),1,30/06/2021,3325,CUSS018,PB211236
SO2106322,I2H0070018,HOLDER                    3B4340F0012,1,30/06/2021,950,CUSS018,PB211236
SO2106322,I2N0020002,SHOT CAP NUT          9*N14B10(M10),180,30/06/2021,67,CUSS018,PB211236
SO2106323,I2N0010001,SPRAY NOZZLLE      ,3,30/06/2021,17005,CUSI006,PA211237
SO2106324,I2P0040028,PULLEY            BE B0314B,2,30/06/2021,65500,CUSI001,PB211238
SO2106324,I2P0040008,PULLEY            BE A0424A,2,30/06/2021,37000,CUSI001,PB211238
SO2106324,I2P0040025,PULLEY           BE B0371A,2,30/06/2021,21000,CUSI001,PB211238
SO2106324,I2L0010056,LINER               WA 2591C,3,30/06/2021,7500,CUSI001,PB211238
SO2106324,I2L0010050,SIDE LINER       WA 2025D,3,30/06/2021,6300,CUSI001,PB211238
SO2106324,I2L0010051,SIDE LINER       WA 2026C,2,30/06/2021,5200,CUSI001,PB211238
SO2011119,I2V0010084,PROPORTIONAL VALVE   DBETE-6X/315G24K31A1V,2,01/07/2021,39900,CUSI006,PA201347
SO2102198,I2L0010181,LINER        3B7520A2004,2,01/07/2021,4000,CUSA013,PB210328
SO2102198,I200004005,HOOK       3B2660G2031,2,01/07/2021,12000,CUSA013,PB210328
SO2102198,I200000624,AXIS JOINT      A4 2243AB,2,01/07/2021,27000,CUSA013,PB210328
SO2102198,I2N0020003,SHOT CAP NUT          9*N14B12(M12),4,01/07/2021,100,CUSA013,PB210328
SO2102198,I2B0020014,HEX BOLT(HARDENING)          9*B04C12X060(M12X60MM,4,01/07/2021,160,CUSA013,PB210328
SO2102198,I2B0060009,BLADE      3A7610A2000,2,01/07/2021,11300,CUSA013,PB210328
SO2102198,I2L0010084,LINER             3A7520A2000,2,01/07/2021,27000,CUSA013,PB210328
SO2102198,I200005591,DIAPHARGM       PD3-25A,3,01/07/2021,1300,CUSA013,PB210328
SO2102198,I2C0060010,CAGE              3A6060A2000,2,01/07/2021,2700,CUSA013,PB210328
SO2102202,I2L0010181,LINER       3B7520A2004,2,01/07/2021,4000,CUSA013,PB210331
SO2102202,I200004005,HOOK      3B2660G2031,2,01/07/2021,12000,CUSA013,PB210331
SO2102202,I2A0050003,AXIS JOINT       A4 2243B,2,01/07/2021,27000,CUSA013,PB210331
SO2102202,I2N0020003,SHOT CAP NUT                 9*N14B12(M12),4,01/07/2021,100,CUSA013,PB210331
SO2102202,I2B0020014,HEX BOLT(HARDENING)     9*B04C12X060(M12X60,4,01/07/2021,160,CUSA013,PB210331
SO2102202,I2B0060009,BLADE        3A7610A2000,2,01/07/2021,11300,CUSA013,PB210331
SO2102202,I200005512,LINER       23 011B,3,01/07/2021,2900,CUSA013,PB210331
SO2102244,I200005537,SAND BLAST HOSE      I.D.50.8X5PX1200L,2,01/07/2021,6500,CUSA013,PB210361
SO2102244,I200005536,SAND BLAST HOSE      I.D.50.8X5PX450L,2,01/07/2021,3500,CUSA013,PB210361
SO2102253,I2E0050027,PATTERN CLAMP ASS'Y       1C8D9ZA2007,1,01/07/2021,84075,CUSK013,PA210367
SO2103001,I2S0060001,SPACER     3A6320A0003,2,01/07/2021,5100,CUSE001,PB210387
SO2103001,I2L0010002,LINER        15 003A,5,01/07/2021,3800,CUSE001,PB210387
SO2103001,I2L0010180,LINER        3B7530A2039,1,01/07/2021,50500,CUSE001,PB210387
SO2103103,I2M0020038,MEDIA       VG-T10X10,1000,01/07/2021,80,CUSD012,SS210095
SO2103103,I2M0020038,MEDIA       VG-T10X10,1000,01/07/2021,80,CUSD012,SS210095
SO2103103,I2M0020038,MEDIA       VG-T10X10,1000,01/07/2021,80,CUSD012,SS210095
SO2103232,I2S0230008,LEVEL    SWITCH,1,01/07/2021,15200,CUST024,PA210548
SO2103266,I2B0010101,RUBBER BELT   SB D1019A,1,01/07/2021,173000,CUSY009,PB210574
SO2103350,I2L0010680,LINER       WA 0252A,2,01/07/2021,14940,CUSM050,PB210631
SO2103350,I2L0010213,LINER       WA 0253,5,01/07/2021,10350,CUSM050,PB210631
SO2103352,I2B0050003,SPHERICAL BUSH   9K34A009850(SA1-50B),1,01/07/2021,2945,CUSK001,PA210633
SO2103352,I1P0010016,JOINT PIN          1C2760A2007,1,01/07/2021,4465,CUSK001,PA210633
SO2103352,I1B0050020,OIL BUSHING    1C1600A2046,1,01/07/2021,2185,CUSK001,PA210633
SO2103352,I1B0050038,OIL BUSHING    1C1600A2047,1,01/07/2021,2945,CUSK001,PA210633
SO2103359,I2C0220019,POWDER COMPOUND       SPD ,20,01/07/2021,280,CUSC010,SS210134
SO2104029,I2B0030004,BRACKET        3A6140A0010,4,01/07/2021,1330,CUSK013,PB210659
SO2104070,I2L0010347,LINER         1C6300A2735,2,01/07/2021,19700,CUSA004,PA210687
SO2104070,I2L0010348,LINER         1C6300A2736,2,01/07/2021,19700,CUSA004,PA210687
SO2104072,I2N0010008,AIR NOZZLE    MY-B A0531(i),8,01/07/2021,1500,CUSM062,PB210689
SO2104077,I2S0030001,GATE SEAL        1C2320A2000,4,01/07/2021,11210,CUSK013,PA210692
SO2104093,I2C0010001,CARTRIDGE ELEMENT     FX3-4070CG-001,9,01/07/2021,4465,CUSE009,PC210704
SO2104132,I2L0010496,LINER     3B7530G2004,1,01/07/2021,8550,CUSI003,PB210731
SO2104132,I2L0010013,LINER     3A7520A0041,2,01/07/2021,2660,CUSI003,PB210731
SO2104132,I2L0010014,LINER     3A7520A0042,2,01/07/2021,2470,CUSI003,PB210731
SO2104185,I2C0010007,CARTRIDGE FILTER      FXBX-4070CG003,18,01/07/2021,8360,CUSM006,PC210773
SO2104185,I2R0040017,PACKING     1502B/FX,18,01/07/2021,475,CUSM006,PC210773
SO2104196,I2C0010007,CARTRIDGE FILTER      FXBX-4070CG003,18,01/07/2021,8360,CUSM006,PC210780
SO2104196,I2R0040017,PACKING     1502B/FX ET,18,01/07/2021,475,CUSM006,PC210780
SO2104242,I2C0060019,CAGE           A3 5280,1,01/07/2021,2400,CUST115,PB210810
SO2104242,I2B0060001,BLADE         A2-8338A,2,01/07/2021,8800,CUST115,PB210810
SO2104242,I2L0010672,LINER          A3 1513B,3,01/07/2021,4700,CUST115,PB210810
SO2104242,I2L0010008,LINER          A3 1512B,2,01/07/2021,3800,CUST115,PB210810
SO2105026,I2H0070037,HOLDER    SB B3803(ro)B,2,01/07/2021,1100,CUSJ006,PB210832
SO2105026,I2S0030182,SEAL        SB B3803(i)B,2,01/07/2021,2400,CUSJ006,PB210832
SO2105026,I2B0020031,HEX BOLT  (9*B04C10X030H)M10X30MM-HEAD QUENCHING),20,01/07/2021,110,CUSJ006,PB210832
SO2105092,I2B0060002,BLADE     WA-P 0074B,2,01/07/2021,4560,CUSK001,PB210880
SO2105092,I2D0020002,DISTRIBUTOR     WA 0018B,2,01/07/2021,713,CUSK001,PB210880
SO2105092,I2C0060002,CONTROL CAGE     WA 0019B,2,01/07/2021,2375,CUSK001,PB210880
SO2105092,I2N0020009,CAP NUT   WA 0024A,2,01/07/2021,333,CUSK001,PB210880
SO2105117,I2A0040001,ARANDUM     AF 220(A#220Y),150,01/07/2021,244,CUSM062,SS210182
SO2105136,I100004881,JUNCTION BOX          SB-310-3-A-6-10,1,01/07/2021,29100,CUSI003,PA210915
SO2105187,I2S0030008,SEAL(HICA)            KHS-G5037 04000,1,01/07/2021,10300,CUSA004,PA210949
SO2105187,I2P0060004,GLASS TUBE           9-1495-A213/1,2,01/07/2021,17500,CUSA004,PA210949
SO2105227,I2L0010015,END LINER       3A7520A0054,2,01/07/2021,9900,CUSB022,PB210976
SO2105227,I2B0060005,BLADE              WA 2075    (8PCS/SET),1,01/07/2021,4800,CUSB022,PB210976
SO2105253,I1C0030105,CHAIN COUPLINGS   CPC4014-19-30,1,01/07/2021,2700,CUSE001,PB210989
SO2106065,I100002868,STEEL GRIT          G-25(GL-10),1500,01/07/2021,50,CUSS054,SS210219
SO2106088,I100000880,STEEL SHOT          S-130,200,01/07/2021,65,CUSM004,SS210226
SO2106101,I2S0030008,SEAL(HICA)            KHS-G5037 04000,3,01/07/2021,9785,CUSK013,PA211083
SO2106114,I2L0010015,END LINER     3A7520A0054,4,01/07/2021,9900,CUSS002,PB211094
SO2106124,I200004187,BLADE                     WA 3945(8PCS/SET),8,01/07/2021,6200,CUSN002,PB211102
SO2106124,I2D0020004,DISTRIBUTOR          WA 1730E,4,01/07/2021,2000,CUSN002,PB211102
SO2106167,I1C0160001,CALCIUM    CARBONATE,50,01/07/2021,18,CUSJ011,PC211137
SO2106182,I2C0060004,CONTROL CAGE              WA 1661F,2,01/07/2021,2100,CUST053,PB211146
SO2106182,I2L0010015,END LINER                       3A7520A0054,2,01/07/2021,9900,CUST053,PB211146
SO2106185,I1S0110012,STEEL SHOT   S-230,375,01/07/2021,45,CUSJ011,SS210234
SO2106190,I2D0010001,DIAPHRAGM RUBBER PACKING   WWDO-3CCR,4,01/07/2021,6365,CUSK001,PA211136
SO2106194,I2O0010001,RUBBER O-RING    WA 2020,1,01/07/2021,400,CUST018,PB211153
SO2106194,I2C0060004,CONTROL CAGE   WA 1661F,1,01/07/2021,2100,CUST018,PB211153
SO2106194,I2S0030009,SEAL                        WA 1896,1,01/07/2021,500,CUST018,PB211153
SO2106194,I2D0020005,DISTRIBUTOR         WA 1802D,1,01/07/2021,2000,CUST018,PB211153
SO2106194,I2L0010015,END LINER              3A7520A0054,2,01/07/2021,9900,CUST018,PB211153
SO2106194,I2L0010016,TOP LINER              3A7520A0055,2,01/07/2021,7200,CUST018,PB211153
SO2106194,I2S0090001,STOPPER                 3A4520A0002,2,01/07/2021,3500,CUST018,PB211153
SO2106194,I2B0060005,BLADE                      WA 2075( 8PCS/SET ),1,01/07/2021,4800,CUST018,PB211153
SO2106194,I2S0170002,SIDE PLATE(WHEEL ASS'Y)  X-30 264,1,01/07/2021,83000,CUST018,PB211153
SO2106201,I1S0110012,STEEL SHOT              S-230,900,01/07/2021,38,CUSS108,SS210235
SO2106205,I1C0160001,CALCIUM CARBONATE,300,01/07/2021,15,CUSA006,PC211159
SO2106211,I2S0020004,SCREW    MIE 0073A,2,01/07/2021,10925,CUST024,PA211163
SO2106213,I2D0010001,DIAPHRAGM RUBBER PACKING     WWDO-3CCR,2,01/07/2021,6030,CUST024,PA211164
SO2106217,I1S0110005,STEEL SHOT      SAE-S70(SB-2),400,01/07/2021,48,CUSA006,SS210237
SO2106217,I1G0050001,STEEL  GRIT       G-120 (GH-1),250,01/07/2021,45,CUSA006,SS210237
SO2106225,I2D0020005,DISTRIBUTOR              WA 1802D,10,01/07/2021,1600,CUSK013,PB211171
SO2106225,I2C0060004,CONTROL CAGE        WA 1661F,10,01/07/2021,1680,CUSK013,PB211171
SO2106225,I2B0060005,BLADE                          WA 2075,10,01/07/2021,3840,CUSK013,PB211171
SO2106237,I1C0160001,CALCIUM CARBONATE,100,01/07/2021,18,CUSU001,PC211180
SO2106245,I2D0010001,DIAPHRAGM RUBBER PACKING     WWDO-3CCR,20,01/07/2021,6365,CUSK013,PA211185
SO2106247,I1C0160001,CALCIUM CARBONATE,500,01/07/2021,18,CUSD005,PC211187
SO2106265,I2B0060005,BLADE     WA 2075(8PCS/SET),2,01/07/2021,4800,CUSM006,PB211197
SO2106266,I2B0060005,BLADE      WA 2075(8PCS/SET),2,01/07/2021,4800,CUSM006,PB211198
SO2106274,I2L0010016,TOP LINER   3A7520A0055A,1,01/07/2021,7200,CUSJ006,PB211206
SO2106279,I100014292,LINER      TI017A3B051A,1,01/07/2021,29880,CUSC028,PB211210
SO2106281,I2B0060005,BLADE   ( 8PCS/SET )          WA 2075C,2,01/07/2021,4320,CUSC028,PB211211
SO2106281,I2D0020005,DISTRIBUTOR                       WA 1802D,1,01/07/2021,1800,CUSC028,PB211211
SO2106281,I2B0020005,CENTERING BOLT   M16X35(9*B04C16X035H)(12.9),1,01/07/2021,144,CUSC028,PB211211
SO2106281,I1L0010181,LINER                 TI017A3B246,1,01/07/2021,2000,CUSC028,PB211211
SO2106284,I2B0060005,BLADE   WA 2075,6,01/07/2021,4560,CUSE001,PB211212
SO2106284,I2D0020005,DISTRIBUTOR    WA 1802D,5,01/07/2021,1900,CUSE001,PB211212
SO2106293,I1C0160001,CALCIUM CARBONATE,1800,01/07/2021,13,CUSA002,PC211218
SO2106305,I1S0110013,STEEL SHOT              S-330(SB-10),300,01/07/2021,32,CUSS152,SS210247
SO2106305,I1G0050014,STEEL GRIT                G-80(GH),100,01/07/2021,32,CUSS152,SS210247
SO2106312,I1S0110011,STEEL SHOT    S-550,6000,01/07/2021,29,CUST060,SS210248
SO2107002,I200000682,DUCT   9#D0150160330,1,01/07/2021,5985,CUSM006,
SO2107002,I200000682,DUCT   9#D0150160330,1,01/07/2021,5985,CUSM006,PB211239
SO2107002,I200000682,DUCT   9#D0150160330,1,01/07/2021,5985,CUSM006,PB211239
SO2107003,I200000681,DUCT         9#D0150160244,1,01/07/2021,6365,CUSM006,PB211240
SO2107003,I200000681,DUCT         9#D0150160244,1,01/07/2021,6365,CUSM006,PB211240
SO2107003,I200000681,DUCT         9#D0150160244,1,01/07/2021,6365,CUSM006,PB211240
SO2107006,I2C0080148,HYD CYLINDER CJT140-TA40B50B-ABD-EKL-20,2,01/07/2021,15390,CUSI003,PA211242
SO2104244,I2F0010039,FILTER BAG (ANTI STATIC)   H-5X18TL-33-PH-E1,45,02/07/2021,750,CUSN002,PC210812
SO2104247,I2F0010039,FILTER BAG (ANTI STATIC)   H-5X18TL-33-PH-E1,60,02/07/2021,750,CUSN002,PC210813
SO2105248,I2G0060027,GATE             1C1410A2021,1,02/07/2021,83600,CUSK013,PA210987
SO2105248,I1E0050136,PARTS FOR SLIDE GATE ASS'Y     1F5A9ZA2001,8,02/07/2021,7505,CUSK013,PA210987
SO2106313,I2C0060007,CONTROL CAGE     WA 2072A,2,02/07/2021,2100,CUST136,PB211231
SO2106313,I2D0020005,DISTRIBUTOR    WA 1802D,2,02/07/2021,2000,CUST136,PB211231
SO2106313,I2B0060005,BLADE    WA 2075 ( 8PCS/SET ),2,02/07/2021,4800,CUST136,PB211231
SO2107001,I1S0110011,STEEL SHOT            S-550,3000,02/07/2021,25,CUST024,SS210250
SO2107004,I1C0160001,CALCIUM     CARBONATE,1050,02/07/2021,12,CUST063,PC211241
SO2107009,I1S0110030,BRITE SHOT              AZ-8S (TRT),100,02/07/2021,245,CUST009,SZ210252
SO2107010,I1C0160001,CALCIUM CARBONATE,600,02/07/2021,17,CUSR010,PC211243
SO2107012,I200005456,BRACKET    1C6170A2061,2,02/07/2021,9500,CUSK013,PA211245
SO2107014,I2S0030086,SLIDE GATE SEAL           A15-0 B0008,2,02/07/2021,2090,CUST024,PA211247
SO2107015,I2S0170002,SIDE PLATE(WHEEL ASS'Y)   X-30 264,1,02/07/2021,83000,CUSN002,PB211248
SO2107016,I100013327,METER RELAY    SDMK-80HL(120A/1A),3,02/07/2021,21375,CUSI003,PA211249
SO2107017,I200004136,AXIS                  8C3380A2017,1,02/07/2021,62225,CUSI003,PA211250
SO2107017,I200004170,COLLAR           8C3700A2008,1,02/07/2021,13395,CUSI003,PA211250
SO2107017,I200004171,COLLAR           8C3790A2012,1,02/07/2021,44270,CUSI003,PA211250
SO2107018,I2S0060143,SPACER      1C6320A2774,4,02/07/2021,2755,CUSI003,PA211251
SO2107020,I2B0050135,BUSH                      JSH A5085,1,02/07/2021,14100,CUSS006,PA211252
SO2107020,I2S0060151,SPACER                   JSH A5110A,1,02/07/2021,10500,CUSS006,PA211252
SO2107020,I2C0040123,COLLAR                  JSH A5236,1,02/07/2021,67000,CUSS006,PA211252
SO2107020,I2R0020109,CY ROD                   JSH A5237,1,02/07/2021,10100,CUSS006,PA211252
SO2107020,I2B0050136,BUSH                       JSH A5186A,1,02/07/2021,253000,CUSS006,PA211252
SO2107020,I2B0050137,BUSH                       JSH A5203,1,02/07/2021,43300,CUSS006,PA211252
SO2107020,I2P0030194,SKY PACKING            9*S76V106(SKY-106),1,02/07/2021,460,CUSS006,PA211252
SO2107020,I2P0030195,V PACKING                V99F-250X422,1,02/07/2021,36000,CUSS006,PA211252
SO2107020,I2S0030872,DUST SEAL             9*S72V250(DKI250X275X12X17),1,02/07/2021,5400,CUSS006,PA211252
SO2107020,I2P0030193,KNOCK RUN PACKING        IDI70X90X12,2,02/07/2021,450,CUSS006,PA211252
SO2107020,I2R0060109,PISTON RING            9K88A001020(120X6X4.3),2,02/07/2021,3600,CUSS006,PA211252
SO2107020,I2R0060110,PISTON RING            9K88A001250(300X9X10.3),4,02/07/2021,8700,CUSS006,PA211252
SO2107020,I2O0010050,O-RING                      9*S62V110A(G110),1,02/07/2021,50,CUSS006,PA211252
SO2107020,I2O0010017,O-RING                      9*S62V200B(G200),1,02/07/2021,170,CUSS006,PA211252
SO2107020,I2O0010025,O-RING                     9*S62V290A(G290),1,02/07/2021,250,CUSS006,PA211252
SO2107020,I2O0010039,O-RING                     9*S62V055A(G55),1,02/07/2021,35,CUSS006,PA211252
SO2107020,I2R0060107,O-RING                     9*S62V060A(G60),1,02/07/2021,35,CUSS006,PA211252
SO2107020,I2R0060108,O-RING                     9*S62V085A(G85),1,02/07/2021,45,CUSS006,PA211252
SO2107020,I200003472,HEX NUT                   9*N02A56(M56),1,02/07/2021,900,CUSS006,PA211252
SO2107020,I2V0010086,AIR BLEED VALVE     9K80A006770(SAP02-000J),3,02/07/2021,400,CUSS006,PA211252
SO2107020,I200003471,PISTON                    JSH A5217A,1,02/07/2021,23600,CUSS006,PA211252
SO2107020,I200000184,DUST SEAL               9*S72V080(DKI80X94X8X11),1,02/07/2021,360,CUSS006,PA211252
SO2107020,I2R0060101,BACK UP RING        9*S62V110C(G110-T2),2,02/07/2021,360,CUSS006,PA211252
SO2107020,I2R0060102,BACK UP RING        9*S62V200C(G200-T2),2,02/07/2021,1000,CUSS006,PA211252
SO2107020,I2R0060103,BACK UP RING        9*S62V290C(G290-T2),1,02/07/2021,1700,CUSS006,PA211252
SO2107020,I2R0060105,BACK UP RING        9*S62V085C(G85-T2),1,02/07/2021,250,CUSS006,PA211252
SO2012068,I2C0080273,HYDRAULIC CYLINDER   CGFA-80A140B-290(CB2-46691),4,05/07/2021,114750,CUSI003,PA201501
SO2103178,I2W0010085,AXIS WASHER      8M3260A2001,1,05/07/2021,2852,CUSI003,PA210510
SO2103178,I2A0050126,AXIS                    8M3380A2001,1,05/07/2021,331200,CUSI003,PA210510
SO2103178,I200000055,HOLDER               8M4360A2000,1,05/07/2021,57040,CUSI003,PA210510
SO2103179,I2L0010212,LINER     WA 0249A,4,05/07/2021,10830,CUSM050,PB210511
SO2105079,I1S0030001,DUST SEAL   DKI40X52X7X10,2,05/07/2021,260,CUSA013,PB210872
SO2105079,I1B0030008,BRACKET     A4 5377,2,05/07/2021,4300,CUSA013,PB210872
SO2105079,I1H0070027,HOLDER       A4 5375,2,05/07/2021,400,CUSA013,PB210872
SO2105079,I100000702,SCREW   CURRENT MODEL :  T017A3B209,1,05/07/2021,45000,CUSA013,PB210872
SO2105079,I1B0070027,BEARING UNIT     UCF207,1,05/07/2021,570,CUSA013,PB210872
SO2105079,I1B0070142,BEARING UNIT     SM-UCF208,1,05/07/2021,1200,CUSA013,PB210872
SO2105191,I2N0020002,SHOT CAP NUT        9*N14B10(M10),40,05/07/2021,67,CUSM006,PB210952
SO2105191,I2N0020003,SHOT CAP NUT        9*N14B12(M12),8,05/07/2021,95,CUSM006,PB210952
SO2105191,I200004662,SPONGE RUBBER     25BX25TX1680L,2,05/07/2021,1235,CUSM006,PB210952
SO2105191,I100013663,HANGER OF LINER    3B7550B2105A,1,05/07/2021,21850,CUSM006,PB210952
SO2105191,I100013662,LINER                     3B7530B2643,1,05/07/2021,114000,CUSM006,PB210952
SO2105191,I1H0070027,HOLDER     A4 5375,2,05/07/2021,380,CUSM006,PB210952
