InvoiceNo,ItemNo,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
IV2103233,I0030004,TEST 6037,1000,22/06/2021, 47.50 ,CUS024
IV2103234,IT0030005,TEST 6038,1,22/06/2021," 40,470.00 ",CUS024
IV2103237,I0010002,TEST 6039,12,22/06/2021," 5,035.00 ",CUS009
IV2103252,I0040122,TEST 6040,1,22/06/2021," 28,500.00 ",CUS015
IV2103252,I0040078,TEST 6041,1,22/06/2021," 8,100.00 ",CUS015
IV2103254,I0040017,TEST 6042,124,22/06/2021," 1,045.00 ",CUS013
IV2103276,I0030102,TEST 6043,4,22/06/2021," 5,300.00 ",CUS049
IV2103276,I0030103,TEST 6044,2,22/06/2021," 1,000.00 ",CUS049
IV2103333,I00014062,TEST 6045,1,22/06/2021," 41,800.00 ",CUS007
IV2104128,I0050227,TEST 6046,1,22/06/2021," 276,000.00 ",CUS013
IV2105247,I0160001,TEST 6047,600,22/06/2021, 18.00 ,CUS006
IV2105247,I0160001,TEST 6048,500,22/06/2021, 18.00 ,CUS006
IV2106012,I0110030,TEST 6049,60,22/06/2021, 252.20 ,CUS009
IV2106012,I0110030,TEST 6050,40,22/06/2021, 252.20 ,CUS009
IV2106035,IM0040001,TEST 6051,1,22/06/2021," 20,500.00 ",CUS019
IV2106083,I0010181,TEST 6052,1,22/06/2021," 2,000.00 ",CUS028
IV2106120,I0160001,TEST 6053,500,22/06/2021, 18.00 ,CUS006
IV2106120,I0160001,TEST 6054,500,22/06/2021, 18.00 ,CUS006
IV2106148,I0110007,TEST 6055,1000,22/06/2021, 42.00 ,CUS104
IV2106177,I0060005,TEST 6056,1,22/06/2021," 4,800.00 ",CUS001
IV2106202,I0010086,TEST 6057,2,22/06/2021," 4,000.00 ",CUS133
IV2106202,I0040125,TEST 6058,2,22/06/2021," 3,600.00 ",CUS133
IV2106202,I0040057,TEST 6059,1,22/06/2021," 3,600.00 ",CUS133
IV2106202,I00005915,TEST 6060,1,22/06/2021," 5,200.00 ",CUS133
IV2106203,I0160001,TEST 6061,1800,22/06/2021, 13.00 ,CUS002
IV2106209,I0030078,TEST 6062,1,22/06/2021," 82,650.00 ",CUS069
IV2106210,I0030023,TEST 6063,10,22/06/2021," 10,450.00 ",CUS013
IV2106210,I0030024,TEST 6064,4,22/06/2021," 23,275.00 ",CUS013
IV2106212,IT0030005,TEST 6065,1,22/06/2021," 40,470.00 ",CUS024
IV2106214,I0030004,TEST 6066,500,22/06/2021, 50.00 ,CUS024
IV2106215,I0010006,TEST 6067,1,22/06/2021," 24,700.00 ",CUS024
IV2106216,I0030090,TEST 6068,4,22/06/2021," 15,865.00 ",CUS024
IV2106219,I0011087,TEST 6069,4,22/06/2021," 10,000.00 ",CUS001
IV2106221,I0090003,TEST 6070,4,22/06/2021, 800.00 ,CUS006
IV2106222,I0030017,TEST 6071,1,22/06/2021," 110,700.00 ",CUS025
IV2102109,I00005860,TEST 6072,2,23/06/2021," 168,300.00 ",CUS004
IV2102242,I0040058,TEST 6073,1,23/06/2021," 1,800.00 ",CUS133
IV2102242,I00005858,TEST 6074,1,23/06/2021," 4,500.00 ",CUS133
IV2102242,I0030156,TEST 6075,1,23/06/2021," 3,000.00 ",CUS133
IV2102242,I00005893,TEST 6076,1,23/06/2021," 2,200.00 ",CUS133
IV2102242,I0010053,TEST 6077,1,23/06/2021, 550.00 ,CUS133
IV2102242,I0040125,TEST 6078,1,23/06/2021," 2,500.00 ",CUS133
IV2102242,I0040131,TEST 6079,1,23/06/2021," 2,800.00 ",CUS133
IV2102242,I0010076,TEST 6080,3,23/06/2021," 2,400.00 ",CUS133
IV2102242,I0040004,TEST 6081,1,23/06/2021," 24,000.00 ",CUS133
IV2102242,I0030157,TEST 6082,1,23/06/2021," 20,000.00 ",CUS133
IV2103241,I0070127,TEST 6083,2,23/06/2021," 16,000.00 ",CUS133
IV2103241,I0070148,TEST 6084,2,23/06/2021," 14,000.00 ",CUS133
IV2103241,I0070129,TEST 6085,4,23/06/2021," 24,500.00 ",CUS133
IV2103241,I0080067,TEST 6086,2,23/06/2021," 6,400.00 ",CUS133
IV2103241,I0070149,TEST 6087,1,23/06/2021," 8,000.00 ",CUS133
IV2103241,I0070266,TEST 6088,2,23/06/2021," 3,300.00 ",CUS133
IV2103241,I00000888,TEST 6089,1,23/06/2021," 6,900.00 ",CUS133
IV2103241,I00000889,TEST 6090,1,23/06/2021," 6,900.00 ",CUS133
IV2103241,I00000890,TEST 6091,1,23/06/2021," 4,300.00 ",CUS133
IV2103241,I00005914,TEST 6092,1,23/06/2021," 23,400.00 ",CUS133
IV2103241,I0070150,TEST 6093,1,23/06/2021," 8,000.00 ",CUS133
IV2103241,I0020017,TEST 6094,2,23/06/2021," 3,300.00 ",CUS133
IV2103241,I0070126,TEST 6095,2,23/06/2021," 14,500.00 ",CUS133
IV2103241,I0080068,TEST 6096,2,23/06/2021," 3,300.00 ",CUS133
IV2103241,I0080069,TEST 6097,2,23/06/2021," 3,300.00 ",CUS133
IV2103241,I0070031,TEST 6098,2,23/06/2021," 1,600.00 ",CUS133
IV2105020,I00000022,TEST 6099,12,23/06/2021," 8,900.00 ",CUS015
IV2105021,I0010056,TEST 6100,6,23/06/2021," 1,400.00 ",CUS015
IV2105106,I0030010,TEST 6101,3,23/06/2021, 730.00 ,CUS133
IV2106098,I0030006,TEST 6102,500,23/06/2021, 47.00 ,CUS004
IV2106156,I0030001,TEST 6103,1,23/06/2021," 11,800.00 ",CUS004
IV2106224,I0160001,TEST 6104,250,23/06/2021, 18.00 ,CUS005
IV2106226,IM0040116,TEST 6105,1,23/06/2021," 55,100.00 ",CUS024
IV2106229,I00002689,TEST 6106,2,23/06/2021," 46,600.00 ",CUS054
IV2106230,I00002692,TEST 6107,20,23/06/2021," 14,100.00 ",CUS054
IV2106230,I00002698,TEST 6108,2,23/06/2021," 54,000.00 ",CUS054
IV2106233,I00015739,TEST 6109,1,23/06/2021," 13,500.00 ",CUS060
IV2105147,I00015684,TEST 6110,2,24/06/2021," 27,000.00 ",CUS004
IV2105147,I00015684,TEST 6111,2,24/06/2021," 27,000.00 ",CUS004
IV2105192,I00013663,TEST 6112,1,24/06/2021," 21,850.00 ",CUS006
IV2105192,I00006116,TEST 6113,1,24/06/2021," 42,750.00 ",CUS006
IV2105192,I00013664,TEST 6114,2,24/06/2021," 16,625.00 ",CUS006
IV2105192,I0050003,TEST 6115,2,24/06/2021," 19,000.00 ",CUS006
IV2105192,I0050011,TEST 6116,1,24/06/2021," 7,315.00 ",CUS006
IV2105192,I00013673,TEST 6117,4,24/06/2021, 152.00 ,CUS006
IV2105192,I00013666,TEST 6118,12,24/06/2021, 38.00 ,CUS006
IV2105192,I0060001,TEST 6119,6,24/06/2021, 19.00 ,CUS006
IV2105192,I0010024,TEST 6120,3,24/06/2021, 190.00 ,CUS006
IV2105192,I0050002,TEST 6121,6,24/06/2021, 190.00 ,CUS006
IV2105192,I0050001,TEST 6122,6,24/06/2021, 237.50 ,CUS006
IV2105192,I00013662,TEST 6123,1,24/06/2021," 114,000.00 ",CUS006
IV2105192,I0080036,TEST 6124,3,24/06/2021," 4,180.00 ",CUS006
IV2105192,I0050006,TEST 6125,3,24/06/2021, 760.00 ,CUS006
IV2105192,I0060080,TEST 6126,3,24/06/2021, 760.00 ,CUS006
IV2105192,I0020136,TEST 6127,24,24/06/2021, 142.50 ,CUS006
IV2105192,I00002942,TEST 6128,24,24/06/2021, 28.50 ,CUS006
IV2105192,I0010056,TEST 6129,24,24/06/2021, 28.50 ,CUS006
IV2105192,I0070027,TEST 6130,2,24/06/2021, 380.00 ,CUS006
IV2105192,I0030008,TEST 6131,2,24/06/2021, 760.00 ,CUS006
IV2105192,I0050081,TEST 6132,1,24/06/2021, 95.00 ,CUS006
IV2105192,I0030001,TEST 6133,2,24/06/2021, 247.00 ,CUS006
IV2105192,I00014062,TEST 6134,1,24/06/2021," 47,500.00 ",CUS006
IV2105192,I0080035,TEST 6135,3,24/06/2021," 4,180.00 ",CUS006
IV2105192,I0020106,TEST 6136,1,24/06/2021," 40,565.00 ",CUS006
IV2105192,I0070324,TEST 6137,1,24/06/2021, 950.00 ,CUS006
IV2105192,I0070197,TEST 6138,1,24/06/2021," 3,610.00 ",CUS006
IV2105192,I0070198,TEST 6139,1,24/06/2021," 3,705.00 ",CUS006
IV2105192,I0020003,TEST 6140,4,24/06/2021, 95.00 ,CUS006
IV2105192,I00006092,TEST 6141,2,24/06/2021," 3,040.00 ",CUS006
IV2105192,I00013659,TEST 6142,2,24/06/2021," 1,805.00 ",CUS006
IV2105192,I00006091,TEST 6143,2,24/06/2021," 1,995.00 ",CUS006
IV2105192,I00013660,TEST 6144,2,24/06/2021, 950.00 ,CUS006
IV2105192,I00013661,TEST 6145,6,24/06/2021, 475.00 ,CUS006
IV2105192,I00004662,TEST 6146,2,24/06/2021," 1,235.00 ",CUS006
IV2105192,I00004663,TEST 6147,2,24/06/2021, 665.00 ,CUS006
IV2105192,I0010002,TEST 6148,2,24/06/2021," 3,610.00 ",CUS006
IV2105192,I0010003,TEST 6149,2,24/06/2021," 3,420.00 ",CUS006
IV2105192,I0020006,TEST 6150,8,24/06/2021, 475.00 ,CUS006
IV2105192,I0050001,TEST 6151,2,24/06/2021," 21,850.00 ",CUS006
IV2105192,I0020002,TEST 6152,40,24/06/2021, 66.50 ,CUS006
IV2105192,I00005537,TEST 6153,1,24/06/2021," 6,175.00 ",CUS006
IV2105192,I00005536,TEST 6154,1,24/06/2021," 3,325.00 ",CUS006
IV2105244,I00014292,TEST 6155,1,24/06/2021," 33,200.00 ",CUS136
IV2106195,I0030009,TEST 6156,1,24/06/2021, 500.00 ,CUS018
IV2106195,I0010056,TEST 6157,2,24/06/2021," 7,500.00 ",CUS018
IV2106195,I0010002,TEST 6158,2,24/06/2021, 30.00 ,CUS018
IV2106195,I0060005,TEST 6159,1,24/06/2021," 4,800.00 ",CUS018
IV2106195,I0010001,TEST 6160,1,24/06/2021, 400.00 ,CUS018
IV2106195,I0060004,TEST 6161,1,24/06/2021," 2,100.00 ",CUS018
IV2106195,I0020005,TEST 6162,1,24/06/2021," 2,000.00 ",CUS018
IV2106195,I0020003,TEST 6163,2,24/06/2021, 100.00 ,CUS018
IV2106195,I0020008,TEST 6164,2,24/06/2021, 220.00 ,CUS018
IV2106195,I0010004,TEST 6165,5,24/06/2021," 1,000.00 ",CUS018
IV2106195,I0010049,TEST 6166,1,24/06/2021," 4,600.00 ",CUS018
IV2106236,I0010064,TEST 6167,5,24/06/2021, 900.00 ,CUS015
IV2106240,I0010056,TEST 6168,3,24/06/2021," 7,500.00 ",CUS001
IV2106243,I00003998,TEST 6169,1,24/06/2021," 1,500,000.00 ",CUS003
IV2106244,I0160001,TEST 6170,3000,24/06/2021, 9.50 ,CUS044
IV2106246,I0010330,TEST 6171,1,24/06/2021," 23,000.00 ",CUS001
IV2106246,I0010331,TEST 6172,1,24/06/2021," 23,000.00 ",CUS001
IV2106246,I0010332,TEST 6173,1,24/06/2021," 19,000.00 ",CUS001
IV2106246,I0010333,TEST 6174,1,24/06/2021," 16,500.00 ",CUS001
IV2106246,I00003005,TEST 6175,2,24/06/2021," 2,900.00 ",CUS001
IV2106246,I00003006,TEST 6176,1,24/06/2021," 2,500.00 ",CUS001
IV2106246,I00003007,TEST 6177,1,24/06/2021," 2,600.00 ",CUS001
IV2106248,I0020032,TEST 6178,140,24/06/2021, 100.00 ,CUS001
IV2106248,I0030153,TEST 6179,60,24/06/2021, 100.00 ,CUS001
IV2106249,I0060004,TEST 6180,2,24/06/2021," 2,100.00 ",CUS012
IV2106249,I0010016,TEST 6181,2,24/06/2021," 7,200.00 ",CUS012
IV2106249,I0020001,TEST 6182,2,24/06/2021, 300.00 ,CUS012
IV2106249,I0010140,TEST 6183,3,24/06/2021," 3,700.00 ",CUS012
IV2106249,I0010100,TEST 6184,1,24/06/2021," 5,300.00 ",CUS012
IV2106250,I00000027,TEST 6185,1,24/06/2021," 26,885.00 ",CUS018
IV2106250,I00003169,TEST 6186,1,24/06/2021," 37,050.00 ",CUS018
IV2106251,I0020128,TEST 6187,2,24/06/2021," 27,000.00 ",CUS006
IV2102206,I00005018,TEST 6188,2,25/06/2021," 10,000.00 ",CUS133
IV2102206,I00005019,TEST 6189,2,25/06/2021," 12,000.00 ",CUS133
IV2103094,I0010037,TEST 6190,1000,25/06/2021," 1,130.00 ",CUS004
IV2103171,I00005943,TEST 6191,1,25/06/2021," 37,050.00 ",CUS009
IV2103267,I0010051,TEST 6192,1,25/06/2021," 77,500.00 ",CUS007
IV2103301,I0010020,TEST 6193,48,25/06/2021," 1,200.00 ",CUS016
IV2105107,I0060014,TEST 6194,3,25/06/2021," 12,240.00 ",CUS050
IV2106204,I0110012,TEST 6195,12000,25/06/2021, 27.25 ,CUS047
IV2106223,I0010015,TEST 6196,5,25/06/2021," 9,900.00 ",CUS001
IV2106223,I0060005,TEST 6197,3,25/06/2021," 4,800.00 ",CUS001
IV2106228,I0160001,TEST 6198,150,25/06/2021, 18.00 ,CUS001
IV2106241,I0060008,TEST 6199,8,25/06/2021," 2,100.00 ",CUS133
IV2106252,I00000053,TEST 6200,100,25/06/2021, 675.00 ,CUS015
IV2106253,I0080001,TEST 6201,4,25/06/2021," 2,500.00 ",CUS004
IV2106253,IM0040002,TEST 6202,1,25/06/2021," 45,000.00 ",CUS004
IV2106254,I0220006,TEST 6203,36,25/06/2021, 320.00 ,CUS003
IV2106256,I00005599,TEST 6204,1,25/06/2021," 332,500.00 ",CUS003
IV2106256,I00005600,TEST 6205,1,25/06/2021," 90,250.00 ",CUS003
IV2106258,I0220027,TEST 6206,72,25/06/2021, 170.00 ,CUS36
IV2106267,I010005,TEST 6207,1,25/06/2021," 175,750.00 ",CUS003
IV2106268,I0010011,TEST 6208,2,25/06/2021," 12,000.00 ",CUS009
IV2106269,I0040042,TEST 6209,1,25/06/2021," 20,425.00 ",CUS003
IV2106270,I0010014,TEST 6210,36,25/06/2021," 1,200.00 ",CUS008
IV2106270,I0030085,TEST 6211,1,25/06/2021," 2,700.00 ",CUS008
IV2106270,I0030086,TEST 6212,2,25/06/2021," 3,200.00 ",CUS008
IV2106270,IM0010002,TEST 6213,1,25/06/2021," 2,300.00 ",CUS008
IV2106270,I00006119,TEST 6214,1,25/06/2021," 147,600.00 ",CUS008
IV2106270,I0060005,TEST 6215,2,25/06/2021," 4,800.00 ",CUS008
IV2106270,I0010001,TEST 6216,2,25/06/2021, 400.00 ,CUS008
IV2106270,I0030009,TEST 6217,2,25/06/2021, 500.00 ,CUS008
IV2106270,I0010015,TEST 6218,4,25/06/2021," 9,900.00 ",CUS008
IV2106270,I0060004,TEST 6219,2,25/06/2021," 2,100.00 ",CUS008
IV2106271,I0050001,TEST 6220,2,25/06/2021," 23,000.00 ",CUS006
IV2106271,I00014062,TEST 6221,1,25/06/2021," 50,000.00 ",CUS006
IV2106271,I0070197,TEST 6222,1,25/06/2021," 3,800.00 ",CUS006
IV2106271,I0070198,TEST 6223,1,25/06/2021," 3,900.00 ",CUS006
IV2106271,I0070027,TEST 6224,2,25/06/2021, 400.00 ,CUS006
IV2106271,I0030008,TEST 6225,2,25/06/2021, 800.00 ,CUS006
IV2106271,I0050081,TEST 6226,1,25/06/2021, 100.00 ,CUS006
IV2106271,I0030001,TEST 6227,2,25/06/2021, 260.00 ,CUS006
IV2106271,I00006099,TEST 6228,2,25/06/2021," 5,000.00 ",CUS006
IV2106271,I00006114,TEST 6229,2,25/06/2021," 3,500.00 ",CUS006
IV2106271,I0020106,TEST 6230,1,25/06/2021," 50,000.00 ",CUS006
IV2106271,I0070324,TEST 6231,1,25/06/2021," 1,000.00 ",CUS006
IV2106271,I00006092,TEST 6232,2,25/06/2021," 3,200.00 ",CUS006
IV2106271,I00012955,TEST 6233,14,25/06/2021, 40.00 ,CUS006
IV2106271,I00006118,TEST 6234,1,25/06/2021," 27,700.00 ",CUS006
IV2106271,I00006115,TEST 6235,1,25/06/2021," 14,000.00 ",CUS006
IV2106271,I00014030,TEST 6236,2,25/06/2021," 31,600.00 ",CUS006
IV2106271,I00014029,TEST 6237,2,25/06/2021," 4,000.00 ",CUS006
IV2106271,I00014027,TEST 6238,1,25/06/2021," 6,000.00 ",CUS006
IV2106271,I00006091,TEST 6239,2,25/06/2021," 2,100.00 ",CUS006
IV2106271,I00006120,TEST 6240,2,25/06/2021," 2,000.00 ",CUS006
IV2106271,I00014034,TEST 6241,2,25/06/2021," 2,300.00 ",CUS006
IV2106271,I00006095,TEST 6242,6,25/06/2021," 3,000.00 ",CUS006
IV2106271,I00006093,TEST 6243,2,25/06/2021," 2,800.00 ",CUS006
IV2106271,I00013662,TEST 6244,1,25/06/2021," 120,000.00 ",CUS006
IV2106271,I00013664,TEST 6245,2,25/06/2021," 17,500.00 ",CUS006
IV2106271,I00013663,TEST 6246,1,25/06/2021," 23,000.00 ",CUS006
IV2106271,I00013659,TEST 6247,2,25/06/2021," 1,900.00 ",CUS006
IV2106271,I00014026,TEST 6248,2,25/06/2021," 1,700.00 ",CUS006
IV2106271,I0030002,TEST 6249,1,25/06/2021," 8,000.00 ",CUS006
IV2106271,I0010003,TEST 6250,2,25/06/2021," 3,600.00 ",CUS006
IV2106271,I00004662,TEST 6251,2,25/06/2021," 1,300.00 ",CUS006
IV2106271,I00004663,TEST 6252,2,25/06/2021, 700.00 ,CUS006
IV2106271,I0050003,TEST 6253,2,25/06/2021," 20,000.00 ",CUS006
IV2106271,I00013673,TEST 6254,4,25/06/2021, 160.00 ,CUS006
IV2106271,I00006097,TEST 6255,2,25/06/2021," 18,700.00 ",CUS006
IV2106271,I0020003,TEST 6256,4,25/06/2021, 100.00 ,CUS006
IV2106271,I0010019,TEST 6257,8,25/06/2021, 170.00 ,CUS006
IV2106271,I0020007,TEST 6258,8,25/06/2021, 500.00 ,CUS006
IV2106271,I0020006,TEST 6259,8,25/06/2021, 500.00 ,CUS006
IV2106271,I0020002,TEST 6260,50,25/06/2021, 70.00 ,CUS006
IV2106271,I0010002,TEST 6261,2,25/06/2021," 3,800.00 ",CUS006
IV2106272,I00006200,TEST 6262,1,25/06/2021," 350,000.00 ",CUS025
IV2106273,I0010009,TEST 6263,1,25/06/2021," 21,500.00 ",CUS005
IV2106275,I00005995,TEST 6264,1,25/06/2021," 24,000.00 ",CUS025
IV2012050,IM0040112,TEST 6265,1,28/06/2021," 220,000.00 ",CUS006
IV2101131,IM0040112,TEST 6266,1,28/06/2021," 220,000.00 ",CUS006
IV2102189,I0060009,TEST 6267,2,28/06/2021," 11,300.00 ",CUS013
IV2102189,I0030091,TEST 6268,2,28/06/2021, 900.00 ,CUS013
IV2102189,I0010084,TEST 6269,1,28/06/2021," 27,000.00 ",CUS013
IV2102189,I00002707,TEST 6270,1,28/06/2021, 450.00 ,CUS013
IV2102189,I00002708,TEST 6271,1,28/06/2021, 270.00 ,CUS013
IV2102189,I00002709,TEST 6272,1,28/06/2021, 250.00 ,CUS013
IV2102189,I0030057,TEST 6273,1,28/06/2021," 25,000.00 ",CUS013
IV2102189,I0030014,TEST 6274,2,28/06/2021," 9,500.00 ",CUS013
IV2102189,I0050001,TEST 6275,2,28/06/2021," 23,000.00 ",CUS013
IV2102189,I0020003,TEST 6276,4,28/06/2021, 70.00 ,CUS013
IV2102189,I0020014,TEST 6277,4,28/06/2021, 160.00 ,CUS013
IV2102189,I00002704,TEST 6278,1,28/06/2021, 900.00 ,CUS013
IV2102189,I00002705,TEST 6279,1,28/06/2021, 840.00 ,CUS013
IV2102189,I00002706,TEST 6280,1,28/06/2021, 500.00 ,CUS013
IV2102189,I0030193,TEST 6281,2,28/06/2021," 1,700.00 ",CUS013
IV2102189,I0020002,TEST 6282,40,28/06/2021, 70.00 ,CUS013
IV2102189,I0030190,TEST 6283,2,28/06/2021," 1,700.00 ",CUS013
IV2102189,I0010394,TEST 6284,2,28/06/2021," 12,800.00 ",CUS013
IV2102189,I0020007,TEST 6285,10,28/06/2021, 500.00 ,CUS013
IV2102189,I00000624,TEST 6286,2,28/06/2021," 27,000.00 ",CUS013
IV2102189,I0020035,TEST 6287,2,28/06/2021, 30.00 ,CUS013
IV2102189,I00000771,TEST 6288,2,28/06/2021, 30.00 ,CUS013
IV2102189,I00000629,TEST 6289,1,28/06/2021," 2,750.00 ",CUS013
IV2102189,I00000628,TEST 6290,1,28/06/2021," 4,900.00 ",CUS013
IV2102189,I0030191,TEST 6291,2,28/06/2021," 2,200.00 ",CUS013
IV2102189,I0030192,TEST 6292,2,28/06/2021," 2,000.00 ",CUS013
IV2102189,I0010002,TEST 6293,2,28/06/2021," 3,800.00 ",CUS013
IV2102189,I0030055,TEST 6294,2,28/06/2021," 5,200.00 ",CUS013
IV2102189,I0010084,TEST 6295,1,28/06/2021," 27,000.00 ",CUS013
IV2102189,I0030029,TEST 6296,2,28/06/2021," 1,000.00 ",CUS013
IV2102189,I0060010,TEST 6297,2,28/06/2021," 2,700.00 ",CUS013
IV2102189,I0020004,TEST 6298,2,28/06/2021, 90.00 ,CUS013
IV2103105,I0010036,TEST 6299,1,28/06/2021," 210,000.00 ",CUS006
IV2103111,I0010006,TEST 6300,4,28/06/2021," 21,000.00 ",CUS054
IV2103196,I0080238,TEST 6301,1,28/06/2021," 100,000.00 ",CUS006
IV2103216,I0010025,TEST 6302,1,28/06/2021," 11,000.00 ",CUS006
IV2103216,I0010023,TEST 6303,1,28/06/2021," 10,000.00 ",CUS006
IV2103236,I0030092,TEST 6304,1,28/06/2021," 35,500.00 ",CUS055
IV2103250,I0020005,TEST 6305,4,28/06/2021," 1,960.00 ",CUS006
IV2103250,I0010048,TEST 6306,4,28/06/2021," 7,350.00 ",CUS006
IV2103250,I0060005,TEST 6307,4,28/06/2021," 4,704.00 ",CUS006
IV2103250,I0010015,TEST 6308,3,28/06/2021," 6,762.00 ",CUS006
IV2103250,I0030004,TEST 6309,3,28/06/2021," 1,176.00 ",CUS006
IV2103250,I0030009,TEST 6310,8,28/06/2021, 500.00 ,CUS006
IV2103323,I0030795,TEST 6311,5,28/06/2021," 4,230.00 ",CUS055
IV2103338,I0020005,TEST 6312,1,28/06/2021," 33,810.00 ",CUS006
IV2104017,I0010010,TEST 6313,1,28/06/2021," 4,700.00 ",CUS025
IV2104019,I0060001,TEST 6314,3,28/06/2021," 3,822.00 ",CUS006
IV2104019,I0090001,TEST 6315,3,28/06/2021," 2,940.00 ",CUS006
IV2104043,I00006033,TEST 6316,1,28/06/2021," 9,100.00 ",CUS006
IV2104045,I00005820,TEST 6317,2,28/06/2021," 6,300.00 ",CUS006
IV2104056,I0020044,TEST 6318,1,28/06/2021, 420.00 ,CUS025
IV2104064,I0140004,TEST 6319,1,28/06/2021," 8,800.00 ",CUS006
IV2104065,I0050030,TEST 6320,5,28/06/2021," 5,782.00 ",CUS006
IV2104089,I0040001,TEST 6321,2,28/06/2021," 20,300.00 ",CUS006
IV2104089,I0170002,TEST 6322,1,28/06/2021," 81,340.00 ",CUS006
IV2104089,I0070101,TEST 6323,3,28/06/2021," 2,450.00 ",CUS006
IV2104090,I0040002,TEST 6324,1,28/06/2021," 4,000.00 ",CUS006
IV2104090,I0070101,TEST 6325,3,28/06/2021," 2,450.00 ",CUS006
IV2104092,I0090034,TEST 6326,2,28/06/2021, 700.00 ,CUS006
IV2104120,I0020004,TEST 6327,2,28/06/2021," 14,200.00 ",CUS025
IV2104131,I0110013,TEST 6328,20,28/06/2021, 650.00 ,CUS025
IV2104131,I00004063,TEST 6329,20,28/06/2021, 185.00 ,CUS025
IV2105028,I0010015,TEST 6330,8,28/06/2021," 9,900.00 ",CUS025
IV2105028,I0010011,TEST 6331,8,28/06/2021," 21,000.00 ",CUS025
IV2105028,I0060001,TEST 6332,8,28/06/2021," 5,100.00 ",CUS025
IV2105028,I0020005,TEST 6333,2,28/06/2021, 160.00 ,CUS025
IV2105032,I0010002,TEST 6334,2,28/06/2021," 61,600.00 ",CUS025
IV2105037,I00003485,TEST 6335,2,28/06/2021," 2,000.00 ",CUS006
IV2105237,I0030795,TEST 6336,5,28/06/2021," 4,230.00 ",CUS055
IV2105264,I0110001,TEST 6337,200,28/06/2021, 350.00 ,CUS001
IV2105264,I0110001,TEST 6338,200,28/06/2021, 350.00 ,CUS001
IV2106227,I0160001,TEST 6339,200,28/06/2021, 18.00 ,CUS36
IV2106255,I00003119,TEST 6340,1000,28/06/2021, 187.00 ,CUS013
IV2106263,I0160001,TEST 6341,250,28/06/2021, 18.00 ,CUS010
IV2106276,I0030002,TEST 6342,1,28/06/2021, 400.00 ,CUS025
IV2105130,I0110017,TEST 6343,2000,29/06/2021, 248.50 ,CUS014
IV2105271,I0030117,TEST 6344,1,29/06/2021," 3,500.00 ",CUS098
IV2106029,I0010018,TEST 6345,1,29/06/2021," 5,500.00 ",CUS007
IV2106029,I0050019,TEST 6346,1,29/06/2021," 5,900.00 ",CUS007
IV2106029,I0050018,TEST 6347,1,29/06/2021," 6,000.00 ",CUS007
IV2106122,I0060006,TEST 6348,15,29/06/2021," 5,500.00 ",CUS104
IV2106122,I0060008,TEST 6349,15,29/06/2021," 2,100.00 ",CUS104
IV2106122,I0020004,TEST 6350,15,29/06/2021," 2,000.00 ",CUS104
IV2106287,I0070252,TEST 6351,2,29/06/2021," 26,600.00 ",CUS029
IV2106288,I0070125,TEST 6352,3,29/06/2021," 13,600.00 ",CUS029
IV2106291,I0080001,TEST 6353,2,29/06/2021," 10,500.00 ",CUS008
IV2106296,I0010056,TEST 6354,6,29/06/2021," 1,400.00 ",CUS015
IV2106297,I0120007,TEST 6355,1,29/06/2021," 30,600.00 ",CUS054
IV2106297,I00003395,TEST 6356,1,29/06/2021," 22,000.00 ",CUS054
IV2106298,I0120003,TEST 6357,1,29/06/2021," 143,000.00 ",CUS054
IV2106299,I0120001,TEST 6358,1,29/06/2021," 303,000.00 ",CUS054
IV2106300,I0010002,TEST 6359,1,29/06/2021," 61,600.00 ",CUS054
IV2106301,I0020001,TEST 6360,60,29/06/2021," 4,750.00 ",CUS013
IV2106302,I0010338,TEST 6361,3,29/06/2021," 3,990.00 ",CUS018
IV2106302,I0010339,TEST 6362,3,29/06/2021," 5,795.00 ",CUS018
IV2106302,I0010400,TEST 6363,2,29/06/2021," 94,525.00 ",CUS018
IV2106306,I0010693,TEST 6364,1,30/06/2021," 29,500.00 ",CUS029
IV2106306,I0010694,TEST 6365,3,30/06/2021," 2,200.00 ",CUS029
IV2106306,I0040023,TEST 6366,4,30/06/2021," 1,600.00 ",CUS029
IV2106306,I0040024,TEST 6367,2,30/06/2021," 2,000.00 ",CUS029
IV2106307,I0020004,TEST 6368,2,30/06/2021," 2,000.00 ",CUS029
IV2106307,I0170003,TEST 6369,2,30/06/2021," 166,250.00 ",CUS029
IV2106307,I0020005,TEST 6370,2,30/06/2021, 160.00 ,CUS029
IV2106307,I0020001,TEST 6371,2,30/06/2021, 300.00 ,CUS029
IV2106308,I00006115,TEST 6372,4,30/06/2021," 2,600.00 ",CUS029
IV2106308,I00006116,TEST 6373,4,30/06/2021," 5,500.00 ",CUS029
IV2106308,I0011162,TEST 6374,4,30/06/2021," 16,700.00 ",CUS029
IV2106308,I0020007,TEST 6375,40,30/06/2021, 500.00 ,CUS029
IV2106308,I00006117,TEST 6376,16,30/06/2021, 50.00 ,CUS029
IV2106308,I0030649,TEST 6377,4,30/06/2021," 3,500.00 ",CUS029
IV2106309,I00000376,TEST 6378,4,30/06/2021," 14,500.00 ",CUS029
IV2106309,I0030534,TEST 6379,4,30/06/2021," 2,200.00 ",CUS029
IV2106310,I00000022,TEST 6380,48,30/06/2021," 8,900.00 ",CUS015
